Местное время в Вене / Швехате (аэропорт);T;P0;P;U;DD;Ff;ff10;WW;W'W';c;VV;Td;;;
29.06.2023 17:50;25.0;744.7;760.5;39;Ветер, дующий с юго-востока;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 17:20;26.0;744.8;760.5;37;Ветер, дующий с востока;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 16:50;26.0;744.8;760.5;37;Ветер, дующий с востоко-северо-востока;2;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 16:20;26.0;745.5;761.2;37;Ветер, дующий с северо-востока;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 15:50;26.0;745.5;761.2;37;Ветер, дующий с северо-северо-востока;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 15:20;26.0;745.5;761.2;37;Ветер, дующий с северо-северо-запада;2;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 14:50;25.0;745.4;761.2;42;Ветер, дующий с северо-северо-востока;3;;;;Нет существенной облачности;10.0 и более;11.0;;;
29.06.2023 14:20;25.0;746.2;762.0;39;Ветер, дующий с северо-востока;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 13:50;26.0;746.2;762.0;39;Переменное направление;3;;;;Нет существенной облачности;10.0 и более;11.0;;;
29.06.2023 13:20;25.0;746.2;762.0;39;Ветер, дующий с северо-запада;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 12:50;25.0;746.2;762.0;39;Ветер, дующий с востоко-юго-востока;2;;;;Незначительная (10-30%) 1500 м;10.0 и более;10.0;;;
29.06.2023 12:20;24.0;746.9;762.8;39;Переменное направление;2;;;;Незначительная (10-30%) 1500 м;10.0 и более;9.0;;;
29.06.2023 11:50;24.0;746.9;762.8;39;Переменное направление;2;;;;Незначительная (10-30%) 1500 м;10.0 и более;9.0;;;
29.06.2023 11:20;24.0;746.9;762.8;41;Ветер, дующий с северо-северо-запада;3;;;;Незначительная (10-30%) 1350 м;10.0 и более;10.0;;;
29.06.2023 10:50;23.0;746.9;762.8;44;Ветер, дующий с запада;3;;;;Незначительная (10-30%) 1350 м;10.0 и более;10.0;;;
29.06.2023 10:20;23.0;746.9;762.8;44;Переменное направление;2;;;;Незначительная (10-30%) 1350 м;10.0 и более;10.0;;;
29.06.2023 09:50;23.0;747.6;763.5;47;Переменное направление;3;;;;Незначительная (10-30%) 1200 м;10.0 и более;11.0;;;
29.06.2023 09:20;22.0;747.5;763.5;47;Ветер, дующий с севера;3;;;;Незначительная (10-30%) 1200 м;10.0 и более;10.0;;;
29.06.2023 08:50;22.0;747.5;763.5;47;Ветер, дующий с северо-северо-запада;4;;;;Незначительная (10-30%) 1200 м;10.0 и более;10.0;;;
29.06.2023 08:20;21.0;747.4;763.5;50;Ветер, дующий с севера;4;;;;Незначительная (10-30%) 1200 м;10.0 и более;10.0;;;
29.06.2023 07:50;21.0;747.4;763.5;53;Ветер, дующий с северо-северо-запада;4;;;;Незначительная (10-30%) 1200 м;10.0 и более;11.0;;;
29.06.2023 07:20;20.0;747.4;763.5;56;Ветер, дующий с севера;4;;;;Нет существенной облачности;10.0 и более;11.0;;;
29.06.2023 06:50;19.0;747.3;763.5;64;Ветер, дующий с северо-северо-запада;3;;;;Нет существенной облачности;10.0 и более;12.0;;;
29.06.2023 06:20;18.0;747.3;763.5;60;Ветер, дующий с западо-северо-запада;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 05:50;17.0;747.2;763.5;64;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 05:20;16.0;747.2;763.5;68;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
29.06.2023 04:50;14.0;747.1;763.5;72;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 04:20;14.0;747.1;763.5;72;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 03:50;13.0;747.0;763.5;77;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 03:20;13.0;747.0;763.5;77;Ветер, дующий с запада;2;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 02:50;11.0;746.9;763.5;88;Ветер, дующий с юго-запада;1;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 02:20;14.0;747.1;763.5;72;Ветер, дующий с запада;2;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 01:50;15.0;747.1;763.5;68;Ветер, дующий с западо-юго-запада;2;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 01:20;13.0;747.0;763.5;77;Переменное направление;1;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 00:50;15.0;747.1;763.5;68;Ветер, дующий с западо-юго-запада;3;;;;Нет существенной облачности;10.0 и более;9.0;;;
29.06.2023 00:20;16.0;747.2;763.5;63;Ветер, дующий с западо-северо-запада;3;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 23:50;16.0;747.2;763.5;63;Ветер, дующий с западо-северо-запада;2;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 23:20;16.0;747.2;763.5;63;Ветер, дующий с северо-запада;2;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 22:50;16.0;747.2;763.5;68;Ветер, дующий с северо-запада;1;;;;Нет существенной облачности;10.0 и более;10.0;;;
28.06.2023 22:20;16.0;746.5;762.8;68;Переменное направление;1;;;;Нет существенной облачности;10.0 и более;10.0;;;
28.06.2023 21:50;16.0;746.5;762.8;68;Переменное направление;1;;;;Нет существенной облачности;10.0 и более;10.0;;;
28.06.2023 21:20;18.0;746.6;762.8;60;Ветер, дующий с севера;2;;;;Нет существенной облачности;10.0 и более;10.0;;;
28.06.2023 20:50;19.0;746.7;762.8;56;Ветер, дующий с запада;3;;;;Нет существенной облачности;10.0 и более;10.0;;;
28.06.2023 20:20;20.0;746.7;762.8;53;Ветер, дующий с запада;4;;;;Нет существенной облачности;10.0 и более;10.0;;;
28.06.2023 19:50;21.0;746.0;762.0;46;Ветер, дующий с западо-северо-запада;4;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 19:20;21.0;746.0;762.0;46;Ветер, дующий с западо-северо-запада;4;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 18:50;22.0;746.0;762.0;41;Ветер, дующий с северо-запада;5;;;;Нет существенной облачности;10.0 и более;8.0;;;
28.06.2023 18:20;22.0;746.0;762.0;41;Ветер, дующий с северо-запада;5;;;;Нет существенной облачности;10.0 и более;8.0;;;
28.06.2023 17:50;22.0;746.0;762.0;44;Ветер, дующий с северо-запада;5;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 17:20;22.0;746.0;762.0;41;Ветер, дующий с северо-запада;4;;;;Нет существенной облачности;10.0 и более;8.0;;;
28.06.2023 16:50;22.0;746.0;762.0;44;Ветер, дующий с западо-северо-запада;5;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 16:20;23.0;746.1;762.0;41;Ветер, дующий с запада;7;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 15:50;22.0;746.0;762.0;41;Ветер, дующий с северо-запада;6;;;;Нет существенной облачности;10.0 и более;8.0;;;
28.06.2023 15:20;22.0;746.0;762.0;47;Ветер, дующий с северо-северо-запада;6;;;;Рассеянная (40-50%) 1500 м;10.0 и более;10.0;;;
28.06.2023 14:50;22.0;746.0;762.0;47;Ветер, дующий с западо-северо-запада;8;;;;Рассеянная (40-50%) 1500 м;10.0 и более;10.0;;;
28.06.2023 14:20;23.0;746.1;762.0;41;Ветер, дующий с западо-северо-запада;8;;;;Нет существенной облачности;10.0 и более;9.0;;;
28.06.2023 13:50;21.0;746.0;762.0;57;Ветер, дующий с северо-северо-запада;7;;;;Нет существенной облачности;10.0 и более;12.0;;;
28.06.2023 13:20;23.0;746.1;762.0;41;Ветер, дующий с запада;7;;;;Незначительная (10-30%) 1650 м, кучево-дождевые облака;10.0 и более;9.0;;;
28.06.2023 12:50;22.0;746.0;762.0;44;Ветер, дующий с западо-северо-запада;7;;;;Рассеянная (40-50%) 1440 м, незначительная (10-30%) 1500 м, кучево-дождевые облака;10.0 и более;9.0;;;
28.06.2023 12:20;22.0;746.0;762.0;44;Ветер, дующий с западо-северо-запада;9;;;;Рассеянная (40-50%) 1440 м;10.0 и более;9.0;;;
